n10572706,1316,Secretary of State,,国务卿
n10289462,1313,manageress,,女经理
n09874862,1311,"bridesmaid, maid of honor",,伴娘，伴娘
n09902954,1311,"celebrant, celebrator, celebrater",,礼，庆祝者，歌颂
n10303814,1305,"mayor, city manager",,市长，城市经理
n09713108,1302,"Netherlander, Dutchman, Hollander",,Netherlander，荷兰人，Hollander
n09913593,1292,cheerleader,,啦啦队长
n09694664,1288,Bolivian,,玻利维亚
n10598181,1285,signorina,,小姐
n10368528,1284,"nymph, houri",,女神，女神
n10568358,1277,second cousin,,二表哥
n10748620,1270,"very important person, VIP, high-up, dignitary, panjandrum, high muckamuck",,很重要的人，VIP，高高举起，权贵，首领，高的食物
n10542888,1269,runner,,跑步者
n10644598,1253,"staff member, staffer",,工作人员，工作人员
n09734185,1251,Tanzanian,,坦桑尼亚
n10078131,1249,"fancier, enthusiast",,票友、爱好者
n09941787,1246,"commander in chief, generalissimo",,总司令，总司令
n10380672,1245,"orator, speechmaker, rhetorician, public speaker, speechifier",,演说家，演说家，雄辩家、演说家，演说者
n10384392,1242,orphan,,孤儿
n10040945,1213,"eager beaver, busy bee, live wire, sharpie, sharpy",,勤奋的人，忙碌的蜜蜂，火线，狡猾狡猾的人
n10153414,1208,"guy, cat, hombre, bozo",,人，猫，男人，笨蛋
n10467395,1205,"President of the United States, United States President, President, Chief Executive",,美国总统、美国总统、总统、首席执行官
n10631131,400,native speaker,,以英语为母语的人
n10374943,384,old-age pensioner,,养老
n10188715,334,housekeeper,,管家
n10152616,332,guru,,大师
n10107173,321,"foster-son, foster son",,养子，养子
n09745324,310,"Pennsylvanian, Keystone Stater",,宾夕法尼亚，重点启动
n09742927,265,Illinoisan,,伊利诺伊州人
n10323752,261,"mistress, kept woman, fancy woman",,情人，女人，女人
n09916348,1614,"chief executive officer, CEO, chief operating officer",,首席执行官，首席执行官，首席运营官
n10401331,1599,parrot,,鹦鹉
n09988493,1596,"Dalai Lama, Grand Lama",,大喇嘛达赖喇嘛
n09764598,1559,aerialist,,高空杂技演员
n09820263,1551,"athlete, jock",,运动员，运动员
n10304914,1548,"medalist, medallist, medal winner",,冠军得主，金牌得主
n09733793,1544,Tahitian,,大溪地
n10151760,1543,"guitarist, guitar player",,吉他手
n10098245,1540,"flutist, flautist, flute player",,长笛，长笛，长笛演奏
n10604380,1538,skateboarder,,滑板
n10331167,1525,morris dancer,,莫里斯舞者
n10147935,1523,"groom, bridegroom",,新郎，新郎
n10308732,1522,"mender, repairer, fixer",,修理工，修理工，固定器
n09903501,1520,"cellist, violoncellist",,大提琴家，大提琴手
n09943239,1515,commissioned military officer,,委任的军官
n10577284,1497,"seller, marketer, vender, vendor, trafficker",,销售商，销售商，供应商，供应商、贸易商
n09972458,1492,"cover girl, pin-up, lovely",,封面女郎，别针，可爱
n09938449,1489,color guard,,仪仗队
n10112129,1487,"monk, monastic",,僧侣，寺院
n10411551,1474,"peddler, pedlar, packman, hawker, pitchman",,小贩，小贩，小贩，小贩，代言人
n10645017,1469,staff sergeant,,上士
n09834699,1468,ballet dancer,,芭蕾舞者
n09930876,1464,"clown, buffoon, goof, goofball, merry andrew",,小丑，小丑，傻瓜，傻瓜，快乐的安得烈
n10738111,1454,unicyclist,,骑独轮自行车者
n10091450,1451,"fire-eater, fire-swallower",,吞火，火的家伙
n10613996,1447,"smasher, stunner, knockout, beauty, ravisher, sweetheart, peach, lulu, looker, mantrap, dish",,加速器，尤物，基因敲除，美容，强奸犯，亲爱的桃子，露露，旁观者，互锁，菜
n10159533,1447,hang glider,,悬挂式滑翔机
n10070711,1446,"exhibitionist, show-off",,好炫耀
n09813219,1445,"artist's model, sitter",,艺术家的模型，保姆
n10470779,1441,priest,,牧师
n10387196,1439,right fielder,,右外野手
n10015485,1438,director,,主任
n09861946,1431,"boatman, boater, waterman",,船工，船工，船工
n10148035,1431,"groom, bridegroom",,新郎，新郎
n10635788,1430,sphinx,,狮身人面像
n10185793,1430,"horseman, equestrian, horseback rider",,马术，马术，马背上的骑手
n09822830,1427,attorney general,,总检察长
n10396106,1427,"panelist, panellist",,小组成员，小组成员
n09889941,1424,camper,,露营者
n10689306,1424,tailback,,龙尾
n09932098,1417,pitching coach,,投手教练
n10153594,1414,gymnast,,体操运动员
n10382825,1413,organist,,管风琴
n10169147,1411,"heiress, inheritress, inheritrix",,继承人、继承人、女继承人
n09847543,1410,"beldam, beldame",,小精灵
n10726031,1400,"transvestite, cross-dresser",,异装癖，异装癖
n09836160,1398,"bullfighter, toreador",,斗牛士斗牛士
n10415037,1395,percussionist,,打击乐手
n10530959,1369,"right-hander, right hander, righthander",,右投手，右投右投手，
n09846755,1365,"beekeeper, apiarist, apiculturist",,养蜂人养蜂人，养蜂人
n10137825,1356,"gondolier, gondoliere",,船夫，gondoliere
n10435988,1355,"pitcher, hurler, twirler",,投手，投手，军乐队
n10802507,1355,"yard bird, yardbird",,院子里的鸟，菜鸟
n09800964,1353,appointee,,任命
n10588357,1352,"sheik, tribal sheik, sheikh, tribal sheikh, Arab chief",,酋长，部落酋长，酋长，部落酋长，阿拉伯首席
n09743792,1351,"Minnesotan, Gopher",,Minnesotan，地鼠
n10091651,1349,"fireman, firefighter, fire fighter, fire-eater",,消防员，消防员，消防员，消防队员
n10049363,1348,"electrician, lineman, linesman",,电工，电工，边裁
n10313239,1348,metropolitan,,都市
n10209731,1345,"insurance broker, insurance agent, general agent, underwriter",,保险经纪人，保险代理人，总代理人，保险商
n09989502,1344,"dancer, professional dancer, terpsichorean",,舞蹈演员，专业舞蹈演员，舞蹈家
n10037385,1342,"drunkard, drunk, rummy, sot, inebriate, wino",,酒鬼，醉了，酒鬼，酒鬼，酒鬼，酒鬼
n10339717,1341,musher,,狗拉雪橇的人
n10756148,1341,viscount,,子爵
n09816771,1339,associate,,联合
n09841188,1338,"bartender, barman, barkeep, barkeeper, mixologist",,酒保，酒吧，酒吧，酒保，调酒师
n10159045,1336,"animal trainer, handler",,驯兽师，驯兽师
n09913455,1335,cheerleader,,啦啦队长
n10634849,1335,"speedskater, speed skater",,speedskater，速度滑冰
n09923561,1329,circus acrobat,,马戏团的杂技演员
n09691729,1327,Bahamian,,巴哈马
n10036929,1325,drummer,,鼓手
n10315561,1323,miler,,米勒
n10155849,1322,"hairdresser, hairstylist, stylist, styler",,理发师、发型师、设计师、风格
n09944022,1320,commissioner,,专员
n09835506,1319,"ballplayer, baseball player",,棒球，棒球运动员
n10019406,1314,"diver, plunger",,潜水员，柱塞
n09906449,1313,chameleon,,变色龙
n09915434,1310,"Cheops, Khufu",,我们，Khufu
n09684901,1308,swami,,斯瓦米
n10205457,1308,infielder,,内野手
n10145340,1306,great grandchild,,曾孙
n10261624,1305,"light heavyweight, cruiserweight",,轻重量级、重量级拳王
n10135129,1303,godson,,龙芯
n10746931,1302,"vaulter, pole vaulter, pole jumper",,跳高，撑杆跳高，撑竿跳高运动员
n10548681,1302,"salesperson, sales representative, sales rep",,销售代表，销售代表，销售代表
n09981939,1302,Cub Scout,,童子军
n10565667,1300,scuba diver,,潜水员
n10093475,1296,"first sergeant, sergeant first class",,上士，上士
n10001481,1291,"demagogue, demagog, rabble-rouser",,煽动、蛊惑民心的政客，煽动
n10696508,1291,technician,,技术员
n10588074,1291,sheep,,羊
n10092978,1290,"first lieutenant, 1st lieutenant",,中尉，第一中尉
n10355449,1288,"newcomer, fledgling, fledgeling, starter, neophyte, freshman, newbie, entrant",,新人，初出茅庐，初出茅庐，起动器，新手，新手，进入新生，
n10553235,1287,"saunterer, stroller, ambler",,漫步者，童车，漫步者
n09917593,1285,"child, kid, youngster, minor, shaver, nipper, small fry, tiddler, tike, tyke, fry, nestling",,孩子，孩子，孩子，未成年人，剃须刀，镊子，小鱼，小鱼，小鬼，淘气，炒，雏鸟
n10572889,1284,"Secretary of the Interior, Interior Secretary",,内政部长、内政部长
n09659039,1282,Kickapoo,,基卡普人
n09785659,1282,alpinist,,登山
n09734450,1281,Tibetan,,西藏
n10092488,1280,"first baseman, first sacker",,一垒手，先装袋机
n10320863,1280,"minister, government minister",,政府部长
n10043491,1280,"econometrician, econometrist",,计量经济学家，econometrist
n10091564,1279,"fire-eater, hothead",,吞火，性急的人
n10226413,1279,juggler,,变戏法的人
n10237196,1279,"kisser, osculator",,接吻OSCulator
n09730824,1279,Senegalese,,塞内加尔
n10732010,1279,"trumpeter, cornetist",,小号手，可以
n10763383,1277,"waiter, server",,服务员，服务器
n10259348,1276,lieutenant,,上尉
n10167152,1276,heavyweight,,重量级
n09894143,1274,cardinal,,红衣主教
n10259780,1273,"lieutenant colonel, light colonel",,中校，轻上校
n09694771,1273,Bornean,,婆罗洲
n09835348,1273,balloonist,,气球
n10630188,1269,"speaker, talker, utterer, verbalizer, verbaliser",,扬声器，健谈，发话者，作家，verbaliser
n09644152,1268,"Mongol, Mongolian",,蒙古，蒙古
n09871681,1267,Boy Scout,,童子军
n10622053,1266,soldier,,士兵
n10175248,1265,high priest,,大祭司
n10229883,1265,keyboardist,,键盘手
n10505613,1265,raiser,,提升器
n10283170,1264,major,,专业
n10025635,1264,donna,,唐娜
n09845401,1262,beard,,胡须
n10183931,1262,"honor guard, guard of honor",,仪仗队，仪仗队
n10055410,1261,"enchantress, temptress, siren, Delilah, femme fatale",,妖妇，妖妇，妖妇，妖妇，蛇蝎美人
n10793570,1261,wright,,赖特
n10620758,1261,sociologist,,社会学家
n10098517,1258,flyweight,,轻量级
n10422405,1257,"philatelist, stamp collector",,集邮家、集邮
n09688804,1256,Frank,,弗兰克
n10730728,1256,"trooper, state trooper",,骑警
n10043643,1256,"economist, economic expert",,经济学家，经济专家
n09607630,1255,"appointee, appointment",,任命，委派
n09696456,1252,Cameroonian,,喀麦隆
n10314517,1252,middleweight,,中量级
n10421470,1252,"pharmacist, druggist, chemist, apothecary, pill pusher, pill roller",,药师、药剂师、化学家、药剂师、丸丸滚子推杆，
n10642596,1250,square dancer,,广场舞
n09751895,1250,Zimbabwean,,津巴布韦
n10178216,1249,"hitter, striker",,击球手的前锋
n10085869,1249,"fiance, groom-to-be",,未婚夫，新郎
n09718811,1249,Jordanian,,约旦
n10701644,1247,"tennis pro, professional tennis player",,职业网球运动员
n09990415,1247,"dancer, social dancer",,舞者，社交舞者
n10313724,1247,"microeconomist, microeconomic expert",,microeconomist，微观经济专家
n10686885,1245,syndic,,理事
n09896685,1244,carpenter,,木匠
n10406391,1244,patriarch,,族长
n10282672,1244,"maid, maidservant, housemaid, amah",,女仆，女仆，女仆，女仆
n10079399,1243,"farmhand, fieldhand, field hand, farm worker",,农民、农场工人、领域方面，农场工人
n10665587,1243,"stud, he-man, macho-man",,种马，男子汉，男子汉
n09638875,1243,"White, White person, Caucasian",,White，白种人，高加索人
n09974648,1242,"craftsman, artisan, journeyman, artificer",,工匠，工匠，技师，技师
n09727826,1242,Polynesian,,波利尼西亚
n10583387,1241,"settler, colonist",,殖民者，殖民
n09836519,1241,matador,,斗牛士
n10123844,1240,"general, full general",,将军，全体将军
n10607291,1240,"skin-diver, aquanaut",,皮肤潜水员、潜水
n09941964,1239,"commanding officer, commandant, commander",,指挥官，指挥官，指挥官
n10421016,1239,"Pharaoh, Pharaoh of Egypt",,法老，埃及的法老
n09836343,1239,banderillero,,斗牛士
n10707233,1238,"therapist, healer",,治疗师，治疗师
n10341573,1238,Muslimah,,我的姐妹
n10243664,1238,lama,,喇嘛
n10369317,1238,oboist,,双簧管
n10042845,1238,"eccentric, eccentric person, flake, oddball, geek",,偏心，偏心的人，片状，怪人，怪人
n10323634,1237,mistress,,主妇
n09711435,1237,Laconian,,拉哥尼亚
n09708750,1237,Parisian,,巴黎
n10332385,1237,"mother, female parent",,母，母
n10317500,1237,"military policeman, MP",,宪兵
n09896170,1237,caricaturist,,漫画家
n09846894,1236,"beer drinker, ale drinker",,啤酒饮者
n09752023,1236,Zulu,,祖鲁
n10493685,1236,puppeteer,,木偶
n09859152,1235,blacksmith,,铁匠
n09676884,1235,Slav,,斯拉夫人
n10157128,1235,halfback,,前卫
n10092794,1234,first lady,,第一夫人
n10709529,1233,thrower,,喷射器
n09905185,1233,"certified public accountant, CPA",,注册会计师
n09874725,1232,bride,,新娘
n09858165,1231,black belt,,黑带
n09893191,1231,captain,,船长
n10607478,1230,skinhead,,光头
n09734639,1229,Tuareg,,图阿雷格
n10299250,1229,"master of ceremonies, emcee, host",,司仪，司仪、主持人
n10679174,1229,"surgeon, operating surgeon, sawbones",,外科医生，外科手术医生、外科医生
n09871867,1229,boy scout,,童子军
n10498816,1228,"quarterback, signal caller, field general",,四分卫，信号员，场上将
n10060352,1228,"entrepreneur, enterpriser",,企业家，企业家
n09841696,1227,"base runner, runner",,跑者、跑者
n10604979,1227,skidder,,集材
n09951616,1226,"concert-goer, music lover",,参加演唱会的歌迷，音乐爱好者
n09700964,1226,"Britisher, Briton, Brit",,英国人，英国人，Brit
n10267865,1225,little sister,,小妹妹
n10186216,1225,"horse wrangler, wrangler",,马的牧马人，牧马人
n10017272,1224,"disk jockey, disc jockey, dj",,磁盘骑师，光盘骑师，DJ
n09750891,1223,"Yugoslav, Jugoslav, Yugoslavian, Jugoslavian",,南斯拉夫，南斯拉夫人，Yugoslavian，Jugoslavian
n10727171,1223,trawler,,拖网渔船
n10682953,1222,"sweetheart, sweetie, steady, truelove",,亲爱的，亲爱的，稳定的，真爱
n10540114,1221,Mountie,,骑警
n09836786,1220,picador,,斗牛士
n10701962,1220,"tenor saxophonist, tenorist",,男高音萨克斯，男高音歌唱家
n10631309,1219,Speaker,,扬声器
n09899929,1219,"casuist, sophist",,诡辩，诡辩
n10334009,1219,motorcyclist,,骑摩托车的人
n09767197,1217,"actor, doer, worker",,演员，实干家，工人
n10514429,1217,"referee, ref",,裁判，裁判
n10132035,1217,glassblower,,吹玻璃
n09811852,1216,"artilleryman, cannoneer, gunner, machine gunner",,炮兵、炮兵、枪手、机枪手
n10120330,1216,"garbage man, garbageman, garbage collector, garbage carter, garbage hauler, refuse collector, dustman",,垃圾，垃圾，垃圾收集器，垃圾卡特，垃圾搬运工，垃圾收集器，清洁工
n09772930,1216,"adulteress, fornicatress, hussy, jade, loose woman, slut, strumpet, trollop",,淫妇，淫妇，荡妇，玉、放荡的女人，婊子，妓女，荡妇
n10345015,1216,nan,,南
n09705784,1216,Eritrean,,厄立特里亚
n10566072,1215,"sculptor, sculpturer, carver, statue maker",,雕刻家、雕塑家、雕刻、塑像者
n09991867,1215,"darling, favorite, favourite, pet, dearie, deary, ducky",,亲爱的，喜欢的，喜欢的，亲爱的，亲爱的，可爱的宠物，
n10559996,1215,schoolmaster,,校长
n09789566,1215,amputee,,截肢
n10223177,1214,jockey,,赛马
n10038409,1214,duchess,,公爵夫人
n10360747,1214,"noncommissioned officer, noncom, enlisted officer",,士官、军士、士兵军官
n09505153,1214,spiritual leader,,精神领袖
n10098624,1213,flyweight,,轻量级
n09626238,1213,"peer, equal, match, compeer",,同行的，平等的，匹配，同辈
n09736945,1212,Ugandan,,乌干达
n09750770,1212,Yemeni,,也门
n09622302,1210,lover,,情人
n10210911,1210,"interlocutor, conversational partner",,对话，对话伙伴
n10098862,1210,folk dancer,,民间舞蹈
n10034614,1210,drinker,,饮水机
n10512372,1210,"recruit, military recruit",,新兵，新兵
n09635534,1210,Black African,,黑非洲
n10536416,1209,rock star,,摇滚明星
n09976429,1209,"creature, wight",,生物，怀特
n10692482,1209,"taster, taste tester, taste-tester, sampler",,品酒师，口味测试，口味测试仪、采样器
n10098710,1207,"foe, enemy",,敌人的敌人
n10406266,1207,patriarch,,族长
n10187990,1206,"hotelier, hotelkeeper, hotel manager, hotelman, hosteller",,酒店、旅馆业者、酒店经理，经理，旅馆主人
n10655594,1206,"steward, flight attendant",,乘务员，乘务员
n09744161,1206,"Nebraskan, Cornhusker",,Nebraskan，Cornhusker
n09715427,1206,Dubliner,,都柏林
n09972010,1205,"cousin, first cousin, cousin-german, full cousin",,表亲，表亲，德国表亲，表亲
n10753442,1205,villager,,村民
n09770179,1204,"adjutant, aide, aide-de-camp",,副官，副官，副官
n10387324,1204,"right-handed pitcher, right-hander",,右投手，右投
n10711766,1204,Timorese,,东帝汶
n10465831,1204,presbyter,,长老
n10665698,1204,"student, pupil, educatee",,学生，学生，教育
n10432441,1204,pilgrim,,朝圣者
n10791221,1204,"workman, workingman, working man, working person",,工人，工人，工作的人，工作的人
n10671613,1203,"successor, heir",,继承人的继承人
n09873899,1203,"breeder, stock breeder",,种畜，种畜
n09707289,1203,Lithuanian,,立陶宛
n09627906,1202,"recipient, receiver",,收件人，接收机
n10293332,1202,"marcher, parader",,游行队伍，游行者
n09818022,1201,"astronaut, spaceman, cosmonaut",,宇航员，太空，宇航员
n10174445,1200,high commissioner,,高级专员
n10316360,1200,military attache,,武官
n10308168,1200,board member,,董事会成员
n09652149,1196,Chickasaw,,奇克索
n09779790,1195,"agriculturist, agriculturalist, cultivator, grower, raiser",,农学家、农学家、中耕、种植者、提升器
n09689958,1194,Albanian,,阿尔巴尼亚
n10529231,1193,"rich person, wealthy person, have",,有钱人，有钱人，有
n10441962,1192,plenipotentiary,,全权代表
n10476467,1190,"private, buck private, common soldier",,列兵，列兵，普通士兵
n09727440,1190,Filipino,,菲律宾
n10508710,1184,reader,,读者
n09720256,1183,"Latin American, Latino",,拉丁美洲人
n09915651,1177,chess master,,国际象棋大师
n09723067,1176,"Mexican-American, Mexicano",,墨西哥裔美国人，Mexicano
n09920283,1176,choreographer,,编导
n10145902,1175,great grandson,,曾孙
n09854421,1175,billiard player,,台球选手
n09712324,1171,Guyanese,,圭亚那
n09805324,1170,"archer, bowman",,弓箭手，弓箭手
n10739391,1168,Unknown Soldier,,无名战士
n09942970,1167,commissioned officer,,军官
n10611613,1166,"sleuth, sleuthhound",,侦探，侦探
n09929298,1164,climber,,登山者
n09734535,1163,Togolese,,多哥
n10472129,1161,"primigravida, gravida I",,初产妇、孕妇我
n10727458,1154,"Treasury, First Lord of the Treasury",,财政部第一财政大臣
n09714694,1151,"Iraqi, Iraki",,伊拉克，Iraki
n10675010,1149,sunbather,,日光浴
n10321340,1148,"minor leaguer, bush leaguer",,小公司，布什公司
n10305802,1143,"medical practitioner, medical man",,医生，医务人员
n10563403,1143,scrambler,,扰频器
n09720842,1141,Liberian,,利比里亚
n10624540,1140,"songwriter, songster, ballad maker",,歌曲作者，民谣歌手
n10488656,1139,psycholinguist,,心理语言学家
n10740868,1139,"upstart, parvenu, nouveau-riche, arriviste",,暴发户，暴发户，暴发户，暴发户
n10627252,1139,soul mate,,灵魂伴侣
n10427764,1138,"physical therapist, physiotherapist",,物理治疗师，物理治疗师
n10755080,1138,violist,,中提琴手
n09725653,1137,Omani,,阿曼
n10524076,1136,resident commissioner,,居民委员
n09787765,1135,ambassador,,大使
n09696585,1132,Canadian,,加拿大人
n10628644,1131,"sovereign, crowned head, monarch",,君主，君主，君主
n09632518,1127,worker,,工人
n09838621,1119,bantamweight,,轻量级
n10300154,1114,mate,,伙伴
n09792969,1102,"anchor, anchorman, anchorperson",,主播，主播、主持人
n10317007,1098,"military officer, officer",,军官，军官
n09744834,1091,"North Carolinian, Tarheel",,北卡罗莱纳州，北卡罗来纳州人
n09724656,1089,Nicaraguan,,尼加拉瓜
n10780284,1084,"widow, widow woman",,寡妇寡妇
n09855433,1084,biographer,,传记作家
n09809925,1083,"arranger, adapter, transcriber",,阿伦
n10348526,1082,"Navy SEAL, SEAL",,海豹海豹
n10082687,1081,featherweight,,羽量级
n09833536,1079,"baker, bread maker",,baker，面包制造者
n09894445,1079,"cardiologist, heart specialist, heart surgeon",,心脏病专家，心脏病专家，心脏外科医生
n09676247,1079,"Punjabi, Panjabi",,旁遮普、Panjabi
n10276477,1073,lumper,,装卸工
