n01849157,1321,"pintail, pin-tailed duck, Anas acuta",B,confirmed
n01607812,1319,"red-shouldered hawk, Buteo lineatus",B,confirmed
n01560280,1319,"thrush nightingale, Luscinia luscinia",B,confirmed
n01610552,1317,"harrier eagle, short-toed eagle",B,confirmed
n01623615,1315,screech owl,B,confirmed
n01852400,1314,"mandarin duck, Aix galericulata",B,confirmed
n01858441,1314,swan,B,confirmed
n01622352,1313,horned owl,B,confirmed
n01536334,1312,"tree sparrow, Spizella arborea",B,confirmed
n01622120,1311,"little owl, Athene noctua",B,confirmed
n02043063,1311,tern,B,confirmed
n02005399,1310,"shoebill, shoebird, Balaeniceps rex",B,confirmed
n01527917,1310,"skylark, Alauda arvensis",B,confirmed
n01818299,1310,amazon,B,confirmed
n01592694,1310,"blue tit, tomtit, Parus caeruleus",B,confirmed
n02008796,1310,egret,B,confirmed
n02052775,1309,"frigate bird, man-of-war bird",B,confirmed
n02004855,1308,"wood ibis, wood stork, flinthead, Mycteria americana",B,confirmed
n02025239,1307,"ruddy turnstone, Arenaria interpres",B,confirmed
n01826364,1305,roller,B,confirmed
n01557185,1305,thrush,B,confirmed
n01504179,1304,"fledgling, fledgeling",B,confirmed - mixed bird types but all birds
n01819734,1302,"cockateel, cockatiel, cockatoo parrot, Nymphicus hollandicus",B,confirmed
n02010453,1300,"night heron, night raven",B,confirmed
n01538630,1300,"snow bunting, snowbird, snowflake, Plectrophenax nivalis",B,confirmed
n01848123,1299,teal,B,confirmed
n01854415,1297,"merganser, fish duck, sawbill, sheldrake",B,confirmed
n01621127,1296,"owl, bird of Minerva, bird of night, hooter",B,confirmed
n01537544,1296,"indigo bunting, indigo finch, indigo bird, Passerina cyanea",B,confirmed
n01547832,1294,"New World flycatcher, flycatcher, tyrant flycatcher, tyrant bird",B,confirmed
n01536035,1293,"chipping sparrow, Spizella passerina",B,confirmed
n02006656,1292,spoonbill,B,confirmed
n01804163,1292,"golden pheasant, Chrysolophus pictus",B,confirmed
n02060889,1288,storm petrel,B,confirmed
n01615703,1287,"fishing eagle, Haliaeetus leucorhyphus",B,confirmed
n01623706,1287,scops owl,B,confirmed
n02015554,1286,crake,B,confirmed
n01623110,1285,"barred owl, Strix varia",B,confirmed
n02045864,1284,"razorbill, razor-billed auk, Alca torda",B,confirmed
n01858845,1283,pen,B,confirmed
n02028727,1283,"pectoral sandpiper, jacksnipe, Calidris melanotos",B,confirmed
n01575745,1283,"Old World oriole, oriole",B,confirmed
n02016816,1282,"moorhen, Gallinula chloropus",B,confirmed
n01859325,1281,"whooper, whooper swan, Cygnus cygnus",B,confirmed
n01564217,1281,"ruby-crowned kinglet, ruby-crowned wren, Regulus calendula",B,confirmed
n01618082,1281,"black vulture, Aegypius monachus",B,confirmed
n02050004,1280,grebe,B,confirmed
n01544389,1280,"zebra finch, Poephila castanotis",B,confirmed
n01556182,1278,"spotted flycatcher, Muscicapa striata, Muscicapa grisola",B,confirmed
n01796729,1278,moorhen,B,confirmed
n01560935,1275,"whinchat, Saxicola rubetra",B,confirmed
n02026948,1274,"European sandpiper, Actitis hypoleucos",B,confirmed
n01563746,1273,kinglet,B,confirmed
n01811909,1273,pigeon,B,confirmed
n02017213,1270,"European gallinule, Porphyrio porphyrio",B,confirmed
n02018027,1270,coot,B,confirmed
n01792429,1269,cockerel,B,confirmed
n01560793,1267,"stonechat, Saxicola torquata",B,confirmed
n01847000,1266,drake,B,confirmed
n01827403,1265,kingfisher,B,confirmed
n01607962,1264,"buzzard, Buteo buteo",B,confirmed
n02036711,1264,avocet,B,confirmed
n01806567,1263,quail,B,confirmed
n01614925,1263,"bald eagle, American eagle, Haliaeetus leucocephalus",B,confirmed
n02021795,1262,"seabird, sea bird, seafowl",B,confirmed
n01571904,1261,"New World oriole, American oriole, oriole",B,confirmed
n02058594,1260,"wandering albatross, Diomedea exulans",B,confirmed
n01848648,1258,"widgeon, wigeon, Anas penelope",B,confirmed
n01580077,1257,jay,B,confirmed
n01854700,1257,"goosander, Mergus merganser",B,confirmed
n01847170,1257,duckling,B,confirmed
n01616086,1257,"osprey, fish hawk, fish eagle, sea eagle, Pandion haliaetus",B,confirmed
n01856553,1256,"greylag, graylag, greylag goose, graylag goose, Anser anser",B,confirmed
n01558594,1256,"blackbird, merl, merle, ouzel, ousel, European blackbird, Turdus merula",B,confirmed
n01813385,1254,turtledove,B,confirmed
n02028342,1254,"greater yellowlegs, Tringa melanoleuca",B,confirmed
n02007558,1252,flamingo,B,confirmed
n01535469,1252,"white-throated sparrow, whitethroat, Zonotrichia albicollis",B,confirmed
n01531512,1251,"siskin, Carduelis spinus",B,confirmed
n01562014,1250,bluebird,B,confirmed
n01829869,1250,"hoopoe, hoopoo",B,confirmed
n01536780,1250,"swamp sparrow, Melospiza georgiana",B,confirmed
n02028175,1249,yellowlegs,B,confirmed
n01828970,1249,bee eater,B,confirmed
n01554448,1248,"woodhewer, woodcreeper, wood-creeper, tree creeper",B,confirmed
n01851038,1247,"pochard, Aythya ferina",B,confirmed
n01817346,1246,"poll, poll parrot",B,confirmed
n02051845,1246,pelican,B,confirmed
n02023992,1244,"killdeer, kildeer, killdeer plover, Charadrius vociferus",B,confirmed
n01850873,1241,"canvasback, canvasback duck, Aythya valisineria",B,confirmed
n01578180,1241,"hill myna, Indian grackle, grackle, Gracula religiosa",B,confirmed
n01567678,1240,"parula warbler, northern parula, Parula americana",B,confirmed
n02047975,1239,"Atlantic puffin, Fratercula arctica",B,confirmed
n01797886,1238,"ruffed grouse, partridge, Bonasa umbellus",B,confirmed
n02010728,1238,"black-crowned night heron, Nycticorax nycticorax",B,confirmed
n01613615,1238,young bird,B,confirmed - mixed bird types but all birds
n01622483,1237,"great horned owl, Bubo virginianus",B,confirmed
n01598988,1237,butcherbird,B,confirmed
n01541386,1236,"cardinal, cardinal grosbeak, Richmondena Cardinalis, Cardinalis cardinalis, redbird",B,confirmed
n01536186,1235,"field sparrow, Spizella pusilla",B,confirmed
n01594787,1235,"barn swallow, chimney swallow, Hirundo rustica",B,confirmed
n01820052,1233,lovebird,B,confirmed
n01597336,1232,tanager,B,confirmed
n02011460,1232,bittern,B,confirmed
n02008643,1231,"great white heron, Ardea occidentalis",B,confirmed
n01559477,1230,"hermit thrush, Hylocichla guttata",B,confirmed
n01859852,1230,"Bewick's swan, Cygnus columbianus bewickii",B,confirmed
n01845132,1228,"waterfowl, water bird, waterbird",B,confirmed - mixed bird types but all birds
n01586941,1226,"mockingbird, mocker, Mimus polyglotktos",B,confirmed
n02027897,1225,"greenshank, Tringa nebularia",B,confirmed
n01622959,1224,"tawny owl, Strix aluco",B,confirmed
n01574045,1223,"New World blackbird, blackbird",B,confirmed
n01594968,1222,"cliff swallow, Hirundo pyrrhonota",B,confirmed
n02023341,1222,plover,B,confirmed
n02018795,1220,bustard,B,confirmed
n02031934,1219,snipe,B,confirmed
n02033561,1218,curlew,B,confirmed
n01603812,1218,"cedar waxwing, cedarbird, Bombycilla cedrorun",B,confirmed
n02024763,1216,"lapwing, green plover, peewit, pewit",B,confirmed
n01808140,1214,"red-legged partridge, Alectoris ruffa",B,confirmed
n01608265,1213,"honey buzzard, Pernis apivorus",B,confirmed
n01604330,1211,"bird of prey, raptor, raptorial bird",B,confirmed - mixed bird types but all birds
n01791625,1210,"chicken, Gallus gallus",B,confirmed
n01582856,1210,Australian magpie,B,confirmed
n01548865,1210,eastern kingbird,B,confirmed
n01562265,1208,"robin, redbreast, robin redbreast, Old World robin, Erithacus rubecola",B,confirmed
n01524359,1204,"passerine, passeriform bird",B,confirmed
n01857079,1203,snow goose,B,confirmed
n02006985,1203,"common spoonbill, Platalea leucorodia",B,confirmed
n01579028,1200,crow,B,confirmed
n01548301,1199,"kingbird, Tyrannus tyrannus",B,confirmed
n01794344,1199,"turkey cock, gobbler, tom, tom turkey",B,confirmed
n01619310,1196,"buzzard, turkey buzzard, turkey vulture, Cathartes aura",B,confirmed
n02011016,1194,"yellow-crowned night heron, Nyctanassa violacea",B,confirmed
n01579149,1190,"American crow, Corvus brachyrhyncos",B,confirmed
n01623425,1190,"screech owl, Otus asio",B,confirmed
n01614343,1189,"golden eagle, Aquila chrysaetos",B,confirmed
n02055107,1185,"tropic bird, tropicbird, boatswain bird",B,confirmed
n01806847,1184,"California quail, Lofortyx californicus",B,confirmed
n01860002,1183,"trumpeter, trumpeter swan, Cygnus buccinator",B,confirmed
n01612275,1182,"pigeon hawk, merlin, Falco columbarius",B,confirmed
n01574390,1181,"grackle, crow blackbird",B,confirmed
n01623880,1180,"spotted owl, Strix occidentalis",B,confirmed
n02002075,1180,stork,B,confirmed
n02000954,1178,"wading bird, wader",B,confirmed - mixed bird types but all birds
n02120997,1846,"feline, felid",M,updated (from c to m)
n02121808,1831,"domestic cat, house cat, Felis domesticus, Felis catus",C,confirmed
n02123597,1739,"Siamese cat, Siamese",C,confirmed
n02124313,1717,"Abyssinian, Abyssinian cat",C,confirmed
n02123394,1662,Persian cat,C,confirmed
n02122948,1581,"kitten, kitty",C,confirmed
n02123045,1525,"tabby, tabby cat",C,confirmed
n02122725,1518,"tom, tomcat",C,confirmed
n02121620,1485,"cat, true cat",C,confirmed
n02123242,1442,"tortoiseshell, tortoiseshell-cat, calico cat",C,confirmed
n02123159,1424,tiger cat,M,updated (from c to m)
n02122298,1414,"kitty, kitty-cat, puss, pussy, pussycat",C,confirmed
n02127808,1404,"big cat, cat",M,"updated (from c to m) this contains mostly lions, tigers, etc but there are a few pictures of regular cats"
n02122878,1262,"tabby, queen",C,confirmed
n02098550,1230,"sporting dog, gun dog",D,This contains a variety of different dog breeds. Should we consider removing these?
n02094433,3047,Yorkshire terrier,D,confirmed
n02086240,2563,Shih-Tzu,D,confirmed
n02087394,2449,Rhodesian ridgeback,D,confirmed
n02100735,2426,English setter,D,confirmed
n02100583,2334,"vizsla, Hungarian pointer",D,confirmed
n02108915,2297,French bulldog,D,confirmed
n02099849,2143,Chesapeake Bay retriever,D,confirmed
n02093256,2070,"Staffordshire bullterrier, Staffordshire bull terrier",D,confirmed
n02100399,2011,setter,D,confirmed
n02113799,1956,standard poodle,D,confirmed
n02107312,1884,miniature pinscher,D,confirmed
n02099712,1846,Labrador retriever,D,confirmed
n02110806,1845,basenji,D,confirmed
n02113624,1833,toy poodle,D,confirmed
n02088364,1788,beagle,D,confirmed
n02108089,1777,boxer,D,confirmed
n02085620,1750,Chihuahua,D,confirmed
n02106662,1741,"German shepherd, German shepherd dog, German police dog, alsatian",D,confirmed
n02092468,1741,terrier,D,confirmed - mixed dog types but all dogs
n02092339,1722,Weimaraner,D,confirmed
n02111277,1714,"Newfoundland, Newfoundland dog",D,confirmed
n02088238,1660,"basset, basset hound",D,confirmed
n02091134,1656,whippet,D,confirmed
n02111889,1648,"Samoyed, Samoyede",D,confirmed
n02107142,1646,"Doberman, Doberman pinscher",D,confirmed
n02110063,1634,"malamute, malemute, Alaskan malamute",D,confirmed
n02083346,1633,"canine, canid",D,confirmed
n02090827,1633,greyhound,D,confirmed - mixed dog types but all dogs
n02099029,1629,retriever,D,confirmed
n02105855,1620,"Shetland sheepdog, Shetland sheep dog, Shetland",D,confirmed
n02112018,1613,Pomeranian,D,confirmed
n02099601,1607,golden retriever,D,confirmed
n02102318,1606,"cocker spaniel, English cocker spaniel, cocker",D,confirmed
n02084071,1603,"dog, domestic dog, Canis familiaris",D,confirmed
n02086079,1598,"Pekinese, Pekingese, Peke",D,confirmed
n02101108,1588,spaniel,D,confirmed
n02098105,1580,soft-coated wheaten terrier,D,confirmed
n02105162,1580,malinois,D,confirmed
n02109047,1575,Great Dane,D,confirmed
n02098286,1574,West Highland white terrier,D,confirmed
n02109525,1555,"Saint Bernard, St Bernard",D,confirmed
n02093754,1545,Border terrier,D,confirmed
n02109961,1542,"Eskimo dog, husky",D,confirmed
n02109811,1536,"sled dog, sledge dog",D,confirmed
n02101861,1519,"springer spaniel, springer",D,confirmed
n02104365,1506,schipperke,D,confirmed
n02098413,1497,"Lhasa, Lhasa apso",D,confirmed
n02096585,1494,"Boston bull, Boston terrier",D,confirmed
n02101388,1489,Brittany spaniel,D,confirmed
n02108672,1480,"bulldog, English bulldog",D,confirmed
n02104523,1478,"shepherd dog, sheepdog, sheep dog",D,confirmed
n02083672,1474,bitch,D,confirmed - mixed dog types but all dogs
n02106382,1470,"Bouvier des Flandres, Bouviers des Flandres",D,confirmed
n02106166,1469,Border collie,D,confirmed
n02106030,1460,collie,D,confirmed
n02113186,1460,"Cardigan, Cardigan Welsh corgi",D,confirmed
n02102040,1458,"English springer, English springer spaniel",D,confirmed
n02089468,1445,"sausage dog, sausage hound",D,confirmed
n02113023,1436,"Pembroke, Pembroke Welsh corgi",D,confirmed
n02100877,1425,"Irish setter, red setter",D,confirmed
n02095727,1424,Welsh terrier,D,confirmed
n02108551,1419,Tibetan mastiff,D,confirmed
n02110341,1414,"dalmatian, coach dog, carriage dog",D,confirmed
n02088839,1411,coonhound,D,confirmed
n02086910,1406,papillon,D,confirmed
n02094562,1386,"rat terrier, ratter",D,confirmed
n01322604,1386,puppy,D,confirmed - mixed dog types but all dogs
n02096756,1377,schnauzer,D,confirmed
n02096177,1377,"cairn, cairn terrier",D,confirmed
n02089232,1371,"dachshund, dachsie, badger dog",D,confirmed
n02084861,1359,"cur, mongrel, mutt",D,confirmed
n02111500,1358,Great Pyrenees,D,confirmed
n02113335,1345,"poodle, poodle dog",D,confirmed
n02099267,1342,flat-coated retriever,D,confirmed
n02103406,1340,working dog,D,confirmed - mixed dog types but all dogs
n02112826,1338,"corgi, Welsh corgi",D,confirmed
n02092002,1333,"Scottish deerhound, deerhound",D,confirmed
n02093428,1329,"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier",D,confirmed
n02105056,1329,groenendael,D,confirmed
n02103841,1327,"watchdog, guard dog",D,confirmed - mixed dog types but all dogs
n02097047,1324,miniature schnauzer,D,confirmed
n02112350,1306,keeshond,D,confirmed
n02097658,1303,"silky terrier, Sydney silky",D,confirmed
n02110185,1296,Siberian husky,D,confirmed
n02106966,1296,pinscher,D,confirmed
n02097130,1289,giant schnauzer,D,confirmed
n02085936,1287,"Maltese dog, Maltese terrier, Maltese",D,confirmed
n02093991,1283,Irish terrier,D,confirmed
n01842235,1283,barbet,B,updated (from d to b)
n02091032,1281,Italian greyhound,D,confirmed
n02105641,1280,"Old English sheepdog, bobtail",D,confirmed
n02090721,1278,Irish wolfhound,D,confirmed
n02097298,1274,"Scotch terrier, Scottish terrier, Scottie",D,confirmed
n02101006,1264,Gordon setter,D,confirmed
n02094721,1263,"Manchester terrier, black-and-tan terrier",D,confirmed
n02104029,1263,kuvasz,D,confirmed
n02115641,1262,"dingo, warrigal, warragal, Canis dingo",D,confirmed
n02110958,1261,"pug, pug-dog",D,confirmed
n02084732,1257,"pooch, doggie, doggy, barker, bow-wow",D,*contains one cat picture at the end* n02084732_61621.JPEG
n02105412,1256,kelpie,D,confirmed
n02108254,1243,mastiff,D,confirmed
n02107683,1238,Bernese mountain dog,D,confirmed
n02112137,1233,"chow, chow chow",D,confirmed
n02104882,1232,"Belgian sheepdog, Belgian shepherd",D,confirmed
n02093056,1228,"bullterrier, bull terrier",D,confirmed
n02106550,1226,Rottweiler,D,confirmed
n02085374,1224,"toy dog, toy",D,confirmed - mixed dog types but all dogs
n02086753,1222,King Charles spaniel,D,confirmed
n02087122,1222,hunting dog,D,confirmed
n02087551,1209,"hound, hound dog",D,confirmed
n02096051,1208,"Airedale, Airedale terrier",D,confirmed
n02107574,1207,Greater Swiss Mountain dog,D,confirmed
n02106854,1186,police dog,D,confirmed
n02643566,1513,lionfish,F,confirmed
n02568087,1415,"striped bass, striper, Roccus saxatilis, rockfish",F,confirmed
n02537319,1383,"brown trout, salmon trout, Salmo trutta",F,confirmed
n02534734,1349,salmon,F,confirmed
n02606384,1348,"damselfish, demoiselle",F,confirmed
n02541687,1330,"tarpon, Tarpon atlanticus",F,confirmed
n02607072,1319,anemone fish,F,confirmed
n02536456,1316,"chinook, chinook salmon, king salmon, quinnat salmon, Oncorhynchus tshawytscha",F,confirmed
n02512053,1307,fish,F,confirmed
n02626762,1298,"tuna, tunny",F,confirmed
n01457852,1293,"trumpetfish, Aulostomus maculatus",F,confirmed
n02599052,1290,sea trout,F,confirmed
n02585872,1289,"cichlid, cichlid fish",F,confirmed
n02561108,1278,pike,F,confirmed
n02527271,1276,"moray, moray eel",F,confirmed
n01456756,1272,"seahorse, sea horse",,Should it be fish?
n02561381,1269,"northern pike, Esox lucius",F,confirmed
n02565324,1262,"largemouth, largemouth bass, largemouthed bass, largemouth black bass, largemouthed black bass, Micropterus salmoides",F,confirmed
n02564720,1262,black bass,F,confirmed
n02549248,1259,frogfish,F,confirmed
n02537525,1255,"rainbow trout, Salmo gairdneri",F,confirmed
n02607862,1249,wrasse,F,confirmed
n02537085,1243,trout,F,confirmed
n02619165,1241,"goby, gudgeon",F,confirmed
n02519862,1234,"blue catfish, blue cat, blue channel catfish, blue channel cat",F,confirmed
n02565072,1231,"smallmouth, smallmouth bass, smallmouthed bass, smallmouth black bass, smallmouthed black bass, Micropterus dolomieu",F,confirmed
n02643112,1225,"scorpionfish, scorpion fish, sea scorpion",F,confirmed
n02560110,1222,snook,F,confirmed
n02568959,1217,grouper,F,confirmed
n02535759,1216,"landlocked salmon, lake salmon",F,confirmed
n02590702,1215,"sea bream, bream",F,confirmed
n02607201,1212,"clown anemone fish, Amphiprion percula",F,confirmed
n02578771,1210,"amberjack, amberfish",F,confirmed
n02660208,1200,"halibut, holibut",F,confirmed
n02565573,1195,bass,F,confirmed
n02627532,1187,"yellowfin, yellowfin tuna, Thunnus albacares",F,confirmed
n02630281,1187,sailfish,F,confirmed
n02564270,1183,freshwater bass,F,confirmed
n02377388,2195,gelding,H,confirmed
n02377480,1902,"mare, female horse",H,confirmed
n02383231,1854,thoroughbred,H,confirmed
n02382750,1632,Welsh pony,H,confirmed
n01323599,1593,"thoroughbred, purebred, pureblood",H,confirmed
n02374149,1577,"equine, equid",H,confirmed
n01888181,1565,yearling,H,confirmed
n02379908,1528,"Arabian, Arab",H,confirmed
n02376679,1528,filly,H,confirmed
n02386496,1523,"draft horse, draught horse, dray horse",H,confirmed
n02387346,1489,"shire, shire horse",H,confirmed
n02376918,1485,male horse,H,confirmed
n02389128,1469,palomino,H,confirmed
n02377291,1436,"stud, studhorse",H,confirmed
n02386853,1432,"carthorse, cart horse, drayhorse",H,confirmed
n02378969,1413,hack,H,confirmed
n02377603,1405,"broodmare, stud mare",H,confirmed
n02374451,1402,"horse, Equus caballus",H,confirmed
n02388735,1356,chestnut,H,confirmed
n02382948,1348,"racehorse, race horse, bangtail",H,confirmed
n02381364,1331,"grey, gray",H,confirmed
n02376791,1328,colt,H,confirmed
n02377063,1319,"ridgeling, ridgling, ridgel, ridgil",H,confirmed
n02537716,1319,sea trout,F,updated (from h to f)
n02386968,1318,Clydesdale,H,confirmed
n02387722,1317,"post horse, post-horse, poster",H,confirmed
n02387254,1299,"farm horse, dobbin",H,confirmed
n02382204,1296,"hack, jade, nag, plug",H,confirmed
n02388917,1288,bay,H,confirmed
n02380335,1276,pony,H,confirmed
n02380583,1274,mustang,H,confirmed
n02379183,1267,quarter horse,H,confirmed
n02379430,1262,"Tennessee walker, Tennessee walking horse, Walking horse, Plantation walking horse",H,confirmed
n02385214,1259,yearling,H,confirmed
n02377703,1249,"saddle horse, riding horse, mount",H,confirmed
n02376542,1248,foal,H,confirmed
n02377181,1236,"stallion, entire",H,confirmed
