n01705591,3,"ornithopod, ornithopod dinosaur"
n01679307,657,earless lizard
n01729977,1192,"green snake, grass snake"
n01692864,56,"lacertid lizard, lacertid"
n01679005,167,"fringe-toed lizard, Uma notata"
n01672432,160,"spiny softshell, Trionyx spiniferus"
n01704323,1110,triceratops
n01748906,1077,"hamadryad, king cobra, Ophiophagus hannah, Naja hannah"
n01745902,729,"eastern coral snake, Micrurus fulvius"
n01708106,135,"saurischian, saurischian dinosaur"
n01679962,1076,leopard lizard
n01742447,402,"rubber boa, tow-headed snake, Charina bottae"
n01664674,1121,"Pacific ridley, olive ridley, Lepidochelys olivacea"
n01753032,1015,"puff adder, Bitis arietans"
n01705010,3,"psittacosaur, psittacosaurus"
n01668091,747,"diamondback terrapin, Malaclemys centrata"
n01661592,2,"anapsid, anapsid reptile"
n01687978,1121,agama
n01683201,145,worm lizard
n01748686,657,"black-necked cobra, spitting cobra, Naja nigricollis"
n01697178,1322,crocodile
n01738065,691,"viperine grass snake, Natrix maura"
n01686403,27,"Chihuahuan spotted whiptail, Cnemidophorus exsanguis"
n01744401,1004,"rock python, rock snake, Python sebae"
n01701551,2,armored dinosaur
n01721174,1,dicynodont
n01693175,1148,"sand lizard, Lacerta agilis"
n01707294,1,"trachodon, trachodont"
n01680655,1054,"western fence lizard, swift, blue-belly, Sceloporus occidentalis"
n01740131,757,"night snake, Hypsiglena torquata"
n01747285,4,"Australian coral snake, Rhynchoelaps australis"
n01731137,306,"blue racer, Coluber constrictor flaviventris"
n01664065,1208,"loggerhead, loggerhead turtle, Caretta caretta"
n01671125,1264,"gopher tortoise, gopher turtle, gopher, Gopherus polypemus"
n01757115,984,"Mojave rattlesnake, Crotalus scutulatus"
n01745484,1028,"coral snake, harlequin-snake, New World coral snake"
n01737472,1373,"common water snake, banded water snake, Natrix sipedon, Nerodia sipedon"
n01739871,10,"Sonoran lyre snake, Trimorphodon lambda"
n01726203,1,nothosaur
n01749742,583,"black mamba, Dendroaspis augusticeps"
n01672611,168,"smooth softshell, Trionyx muticus"
n01750743,290,"Australian blacksnake, Pseudechis porphyriacus"
n01742172,1148,"boa constrictor, Constrictor constrictor"
n01703569,24,"ceratopsian, horned dinosaur"
n01744100,1381,"reticulated python, Python reticulatus"
n01687290,190,caiman lizard
n01732244,1297,rat snake
n01756733,995,"rock rattlesnake, Crotalus lepidus"
n01746191,187,"western coral snake, Micruroides euryxanthus"
n01674990,1347,gecko
n01717229,3,oviraptorid
n01687128,273,teju
n01756291,1186,"sidewinder, horned rattlesnake, Crotalus cerastes"
n01746359,1008,"coral snake, Old World coral snake"
n01667778,1056,terrapin
n01704626,82,"styracosaur, styracosaurus"
n01756916,340,"tiger rattlesnake, Crotalus tigris"
n01737875,1130,"grass snake, ring snake, ringed snake, Natrix natrix"
n01734418,1042,"king snake, kingsnake"
n01752736,1110,"asp, asp viper, Vipera aspis"
n01694178,992,"African chameleon, Chamaeleo chamaeleon"
n01757901,1075,"ground rattler, massasauga, Sistrurus miliaris"
n01717467,378,velociraptor
n01681328,1103,"side-blotched lizard, sand lizard, Uta stansburiana"
n01721898,3,pelycosaur
n01697978,82,"false gavial, Tomistoma schlegeli"
n01665932,817,snapping turtle
n01752165,1351,viper
n01699254,181,"spectacled caiman, Caiman sclerops"
n01730307,976,"rough green snake, Opheodrys aestivus"
n01665541,969,"leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea"
n01698640,1262,"American alligator, Alligator mississipiensis"
n01687665,755,"agamid, agamid lizard"
n01672032,887,"soft-shelled turtle, pancake turtle"
n01663782,1199,"green turtle, Chelonia mydas"
n01757343,1073,"speckled rattlesnake, Crotalus mitchellii"
n01726692,1289,"snake, serpent, ophidian"
n01667114,940,mud turtle
n01670535,1079,"European tortoise, Testudo graeca"
n01702479,21,Edmontonia
n01680813,726,"eastern fence lizard, pine lizard, Sceloporus undulatus"
n01712752,202,"ceratosaur, ceratosaurus"
n01674216,142,saurian
n01756508,1241,"Western diamondback, Western diamondback rattlesnake, Crotalus atrox"
n01705934,35,"hadrosaur, hadrosaurus, duck-billed dinosaur"
n01733957,1146,"gopher snake, Pituophis melanoleucus"
n01704103,7,protoceratops
n01724231,1,ichthyosaur
n01666585,773,"alligator snapping turtle, alligator snapper, Macroclemys temmincki"
n01678657,142,"zebra-tailed lizard, gridiron-tailed lizard, Callisaurus draconoides"
n01740551,1097,"blind snake, worm snake"
n01738601,662,sand snake
n01725086,8,"stenopterygius, Stenopterygius quadrisicissus"
n01686220,91,"plateau striped whiptail, Cnemidophorus velox"
n01695060,1557,"Komodo dragon, Komodo lizard, dragon lizard, giant lizard, Varanus komodoensis"
n01694311,222,"horned chameleon, Chamaeleo oweni"
n01670802,1183,giant tortoise
n01662784,1209,turtle
n01753959,795,pit viper
n01662622,1455,"chelonian, chelonian reptile"
n01691652,80,Lanthanotus borneensis
n01664492,1001,"Atlantic ridley, bastard ridley, bastard turtle, Lepidochelys kempii"
n01754370,1162,"copperhead, Agkistrodon contortrix"
n01693334,1242,"green lizard, Lacerta viridis"
n01732614,1210,"corn snake, red rat snake, Elaphe guttata"
n01735577,1192,"ribbon snake, Thamnophis sauritus"
n01723579,45,pterodactyl
n01689081,1142,"mountain devil, spiny lizard, Moloch horridus"
n01686609,440,"western whiptail, Cnemidophorus tigris"
n01681940,1139,"horned lizard, horned toad, horny frog"
n01731545,1277,"whip-snake, whip snake, whipsnake"
n01691951,323,venomous lizard
n01699675,724,"gavial, Gavialis gangeticus"
n01697749,19,Morlett's crocodile
n01746952,144,"African coral snake, Aspidelaps lubricus"
n01701859,1065,"stegosaur, stegosaurus, Stegosaur stenops"
n01751472,782,"taipan, Oxyuranus scutellatus"
n01696633,1537,"crocodilian reptile, crocodilian"
n01753180,644,"gaboon viper, Bitis gabonica"
n01732093,147,"Sonoran whipsnake, Masticophis bilineatus"
n01739381,701,vine snake
n01734808,1142,"milk snake, house snake, milk adder, checkered adder, Lampropeltis triangulum"
n01722998,157,"pterosaur, flying reptile"
n01681653,1154,"tree lizard, Urosaurus ornatus"
n01739647,158,lyre snake
n01668436,615,"red-bellied terrapin, red-bellied turtle, redbelly, Pseudemys rubriventris"
n01671705,356,Texas tortoise
n01685808,891,"whiptail, whiptail lizard"
n01736796,337,"eastern ground snake, Potamophis striatula, Haldea striatula"
n01740885,94,"western blind snake, Leptotyphlops humilis"
n01715888,13,ornithomimid
n01722670,48,dimetrodon
n01680478,1263,fence lizard
n01680983,407,"sagebrush lizard, Sceloporus graciosus"
n01724840,75,ichthyosaurus
n01675352,328,"flying gecko, fringed gecko, Ptychozoon homalocephalum"
n01676755,297,"iguanid, iguanid lizard"
n01718096,2,deinonychus
n01732989,336,chicken snake
n01734104,1207,pine snake
n01686808,66,"checkered whiptail, Cnemidophorus tesselatus"
n01728572,809,"thunder snake, worm snake, Carphophis amoenus"
n01673282,842,"tuatara, Sphenodon punctatum"
n01718414,8,"utahraptor, superslasher"
n01678043,613,"desert iguana, Dipsosaurus dorsalis"
n01738306,210,"red-bellied snake, Storeria occipitamaculata"
n01712008,121,"theropod, theropod dinosaur, bird-footed dinosaur"
n01699040,1249,"caiman, cayman"
n01675722,679,banded gecko
n01749582,1017,mamba
n01743936,1175,"carpet snake, Python variegatus, Morelia spilotes variegatus"
n01713170,1,coelophysis
n01670092,1221,tortoise
n01717016,1,maniraptor
n01680264,1092,spiny lizard
n01697611,951,"Asian crocodile, Crocodylus porosus"
n01693783,1150,"chameleon, chamaeleon"
n01751036,573,krait
n01689811,902,alligator lizard
n01702256,6,"ankylosaur, ankylosaurus"
n01661091,1143,"reptile, reptilian"
n01682172,703,"Texas horned lizard, Phrynosoma cornutum"
n01743086,1230,"anaconda, Eunectes murinus"
n01733466,653,"glossy snake, Arizona elegans"
n01748389,481,"asp, Egyptian cobra, Naja haje"
n01683558,768,night lizard
n01703011,4,bone-headed dinosaur
n01669191,1328,"box turtle, box tortoise"
n01694709,1419,"monitor, monitor lizard, varan"
n01749244,684,"ringhals, rinkhals, spitting snake, Hemachatus haemachatus"
n01754533,1185,"water moccasin, cottonmouth, cottonmouth moccasin, Agkistrodon piscivorus"
n01730960,1068,"blacksnake, black racer, Coluber constrictor"
